company_number,company_name,employees,turnover,balance_sheet,accounts_date
00246322,USWAYFORD FARM LIMITED,0.0,,500501.0,2025-03-31
00246029,Tonra Limited,1.0,,74564.0,2025-03-31
00277924,T.Meredith Roberts and Company Limited,2.0,,681933.0,2025-03-31
00247773,Rishton Golf Club Limited,15.0,,145590.0,2025-03-31
00286315,GJC INVESTMENTS LTD,2.0,,2694855.0,2025-03-30
00380261,MULLINS & WESTLEY LIMITED,0.0,,2981383.0,2025-03-30
00361227,British Estate Investment Society Ltd,0.0,,87731.0,2025-03-30
00129564,DAVY & COMPANY LIMITED,0.0,,15473296.0,2025-03-30
00319026,A. E. (ESTATE DEVELOPERS) LIMITED,4.0,,250144.0,2025-03-30
00194383,EL VINO COMPANY LIMITED,0.0,,-1147529.0,2025-03-30
00251172,WRENTHAM ESTATES LTD,4.0,,324184.0,2025-03-30
00219880,DENIS FERRANTI METERS LIMITED,0.0,,79972.0,2025-03-30
00196020,PARKER'S (MANCHESTER & BOLTON) LIMITED,0.0,,-392617.0,2025-03-30
00081145,Robert Dyas Ltd,0.0,,,2025-03-29
00383347,"T.A.PRIESTLEY,LIMITED",0.0,,89768.0,2025-03-29
00379888,CHASE PRODUCTS (ENGINEERING) LIMITED,0.0,,7418.0,2025-03-28
00200794,CRITTALL WINDOWS LIMITED,149.0,,663.0,2025-03-28
00170138,W S HEANE LIMITED,0.0,,10438.0,2025-03-26
00241082,"HENDER & SONS,LIMITED",0.0,,1918014.0,2025-03-25
00320964,PROVINCIAL FLATS LIMITED,0.0,,1102746.0,2025-03-25
00370873,A.E.RICKARDS LIMITED,0.0,,1851712.0,2025-03-25
00204303,JAMES HALL AND COMPANY (PROPERTIES) LIMITED,0.0,,100801120.0,2025-03-24
00129307,BARNITTS LIMITED,0.0,,3633844.0,2025-02-28
00297898,SIBLEY MATERIAL MOVEMENTS LIMITED,0.0,,5000.0,2025-02-28
00294532,RUSSELL FINEX LIMITED,209.0,,8023675.0,2025-01-31
00334166,JONES CHALK & DAWSON LIMITED,0.0,,2214.0,2024-12-31
00244543,C. RASSELL LIMITED,0.0,,35637.0,2024-12-31
00276474,CED STONE GROUP LIMITED,0.0,,,2024-12-31
00055771,HEIMBACH UK LIMITED,0.0,,7233045.0,2024-12-31
00233901,Thomas Black.Limited,0.0,,-11002.0,2024-12-31
00165134,MEYER & MORTIMER LIMITED,1.0,,591.0,2024-12-31
00356451,GODIVA U.K. LIMITED,26.0,2874821.0,101833.0,2024-12-31
00349667,C.THOROWGOOD LIMITED,3.0,,3605.0,2024-12-31
00039100,Yeovil And South Somerset Liberal Club Company Limited,4.0,,752062.0,2024-12-31
00171839,Powertrain Services UK Limited,2.0,113442.0,-2102972.0,2024-12-31
00037101,NORFOLK AND NORWICH LAW SOCIETY,3.0,,22641.0,2024-12-31
00238721,TEAM INDUSTRIAL SERVICES (UK) LIMITED,2.0,,4406000.0,2024-12-31
00244661,ANCEFIN LIMITED,0.0,,-562856.0,2024-12-31
00187552,FAYERS PLUMBING AND BUILDING SUPPLIES LIMITED,54.0,,2228680.0,2024-12-31
00403796,DERSINGHAM BUILDING & CONTRACTING COMPANY LIMITED,0.0,,200.0,2024-12-31
00404531,TWIFLEX LIMITED,1.0,,15800000.0,2024-12-31
00064386,First Finsbury Trust Ltd,0.0,,418.0,2024-12-31
00335001,DURTNELL LIMITED,0.0,,17169253.0,2024-12-31
00248070,J.Wardle & Son Limited,12.0,,727523.0,2024-12-31
00101685,THE UNITED REFORMED CHURCH (EASTERN PROVINCE) TRUST,0.0,,,2024-12-31
00185179,WREXHAM MASONIC HALL COMPANY LIMITED,0.0,,786571.0,2024-12-31
00122295,STRATHEARN PUBLISHING LIMITED,0.0,,17086.0,2024-12-31
00020100,Chelmsford Club Limited,5.0,,313335.0,2024-12-31
00262094,HERMES TRUST LIMITED,0.0,,228295.0,2024-12-31
00108781,NATIONAL OILWELL (U.K.) LIMITED,0.0,4000.0,3000.0,2024-12-31
00125585,TUKE AND BELL LIMITED,0.0,,925465.0,2024-12-31
00262326,THE DARENTH RIVER BALLAST COMPANY LIMITED,0.0,,24814518.0,2024-12-31
00101735,R. BLACKETT & SON LIMITED,0.0,,112496.0,2024-12-31
00371475,RUBERT & CO. LIMITED,0.0,,843191.0,2024-12-31
00310506,EAST GRINSTEAD TYRE SERVICE LIMITED,0.0,,1402891.0,2024-12-31
00144147,W. FOULSHAM & CO. LIMITED,0.0,,-116924.0,2024-12-31
00084884,COLEHERNE LTD,67.0,,5060860.0,2024-12-31
00348581,Taylor's (Blackpool) Ltd,0.0,,69651.0,2024-12-31
00158829,BIBBY TRANSMISSIONS LIMITED,0.0,,,2024-12-31
00328747,HICKSON LIMITED,38.0,,6191000.0,2024-12-31
00221331,KING'S HEATH CRICKET & SPORTS CLUB LIMITED,0.0,,159481.0,2024-12-31
00315140,NEWMAN'S FOOTWEAR LIMITED,0.0,,308568.0,2024-12-29
00258350,Thomas Baty & Sons (Carlisle) Limited,,,474986.0,05/04/2025
00322250,BELLS OF CANTERBURY LIMITED,4.0,,36341.0,05/04/2025
00373008,Baxter's Holdings Limited,2.0,,425496.0,05 April 2
00260400,RICHARD HICKS (PROVINCIAL) LIMITED,1.0,,15069.0,05 April 2
00383062,J T  Dixon & Sons (Whitley Bridge) Ltd,2.0,,335950.0,05 April 2
00001452,RYE CATTLE MARKET COMPANY LIMITED,6.0,,376323.0,
00006028,CRAVEN DUNNILL & CO.LIMITED,44.0,,2181651.0,
00010416,Sutton-in-Ashfield Town Hall Company Ltd,5.0,,1834842.0,
00012980,Portsmouth Cornerstone Ltd,0.0,,698098.0,
00019680,Gloucestershire and Wiltshire Incorporated Law Society,1.0,,16597.0,
00028997,Lincolnshire Chamber of Commerce & Industry Limited,22.0,,41209.0,
00039315,CHARLES FRODSHAM & CO LIMITED,15.0,,410707.0,
00043694,ROBERTS METAL PACKAGING LTD,63.0,7840582.0,1909086.0,
00052099,"S.A.Brain & Company,Limited",31000.0,,14247000.0,
00054426,FAVERSHAM LAUNDRY LIMITED,101.0,,3638745.0,
00057548,SECULAR SOCIETY LTD,0.0,,606219.0,
00059848,Connard and Son Limited,8.0,,499406.0,
00064585,Morco Products Limited,19.0,16644741.0,498871.0,
00066322,"THOMAS GAMESON & SONS,LIMITED",14.0,,165369.0,
00076221,Lewis & Cooper Limited,36.0,,869184.0,
00079406,NEW MILLS MASONIC HALL COMPANY LIMITED(THE),0.0,,987.0,
00080316,HIGH FARM WELHAM LIMITED,0.0,,179217.0,
00087422,Mitchell Cotts East And Central Africa Limited,0.0,,-55157.0,
00088982,Leyton Orient Football Club Limited,211.0,9431054.0,3452799.0,
00096838,Reedham Park Tennis Club Limited,0.0,,103605.0,
00098139,NEW ZEALAND GOLF CLUB LTD,0.0,,1697460.0,
00104118,WILPSHIRE GOLF CLUB LIMITED,6.0,,355719.0,
00104372,TURNERS COURT YOUTH TRUST,0.0,,475654.0,
00104681,ELPHICK & SON LIMITED,7.0,,2978259.0,
00105898,TILLEY INTERNATIONAL LIMITED,1.0,,95059.0,
00112840,DYKE GOLF CLUB LIMITED,22.0,,954888.0,
00114440,CORDS COVENTRY LIMITED,0.0,,458793.0,
00121524,Waddington And Ledger Limited,42.0,6220035.0,1672536.0,
00124707,ABOYNE-CLYDE RUBBER ESTATES OF CEYLON LIMITED,0.0,,2431111.0,
00129848,"G.Small & Sons,Limited",3.0,,872921.0,
00132250,JOSEPH DOBSON & SONS LIMITED,2.0,,1695827.0,
00135924,HAMPSON BROS (BUXTON) LIMITED,1.0,,384414.0,
00140912,A C GILL LIMITED,65.0,,2594994.0,
00143331,G.W.FOOTE & CO. LIMITED,0.0,,-126404.0,
00143597,SLEAFORD MASONIC BUILDINGS COMPANY LIMITED(THE),16.0,,318668.0,
00150973,CLAXTON LAUNDRY LIMITED,4.0,,4433000.0,
00153998,GRIFFITH AND COMPANY LIMITED,0.0,,1053882.0,
00156124,THE DEANE GOLF CLUB LIMITED,12.0,,1376923.0,
00157872,Leonard Cooper Limited,22.0,,558194.0,
00160199,ROCHDALE REFORM BUILDINGS LIMITED,0.0,,11670.0,
00165116,French & Jupps Limited,28.0,,25577866.0,
00165718,TUSK HOLDINGS LIMITED,0.0,,423573.0,
00172132,DEAN AND TRANTER LIMITED,5.0,,250632.0,
00173055,OGDEN FIBRES LIMITED,1.0,,11936.0,
00174961,JOHN PILLEY PROPERTIES LIMITED,4.0,,1140839.0,
00175765,"F.W.Dobson & Co.,Limited",0.0,,2.0,
00175810,THE OLD LYONIAN ATHLETIC CLUB LIMITED,0.0,,4920.0,
00180109,A.G. WESTMORELAND & CO. LIMITED,0.0,,132487.0,
00180504,HERBERT FREESTON LIMITED,0.0,,1131752.0,
00181286,The Invincible Electrical Engineering Company Limited,7.0,,208516.0,
00181324,R.W.D. Properties Limited,3.0,,7052119.0,
00183129,Southport and Ormskirk Law Society Incorporated,0.0,,29.0,
00186454,Walkers Nonsuch Limited,77.0,14971694.0,1395512.0,
00188624,Newcastle-Under-Lyme Golf Club Limited,30.0,,318814.0,
00189253,"Horace Green & Co.,Limited",2.0,,1124408.0,
00189606,ELSHAM GOLF CLUB LIMITED,0.0,,57031.0,
00191101,THE EAST INDIAN PRODUCE COMPANY LIMITED,1.0,,51845.0,
00191427,The Rolling Stock & Engineering Co. Limited,4.0,,1823306.0,
00191867,THE LYTHAM (GREEN DRIVE) GOLF CLUB LTD,22.0,,1449595.0,
00192710,"J.Turner & Co.,Limited",0.0,,-1298.0,
00193871,E M D PARKINSON LIMITED,2.0,,123369.0,
00194501,WALTER WOODTHORPE LTD,2.0,,53200.0,
00197063,E TURNBULL & SON LIMITED,10.0,,1137884.0,
00197413,CHIGWELL GOLF CLUB LIMITED(THE),30.0,,1378330.0,
00201473,"C.H.Taylor & Co.,Limited",0.0,,945842.0,
00203529,C Engelmann Limited,4.0,,4264210.0,
00204611,The Colley Wood Syndicate Limited,0.0,,17897.0,
00212266,"A.F.Smith & Sons, Limited",1.0,,864.0,
00213898,Jarvis & Womack Limited,24.0,,2228929.0,
00214645,"Pratt & Gelsthorpe, Limited",27.0,,1335209.0,
00216255,Lead Sheet Training Academy Limited,5.0,,65746.0,
00223011,Scraptoft Golf (Holdings) Limited,0.0,,13644.0,
00223081,Llewellins Machine Company Limited,17.0,,5557222.0,
00223759,VANGUARD METROPOLITAN LIMITED,2.0,,2734829.0,
00226718,WILLIAM BRIDGE LIMITED,3.0,,3549.0,
00229290,Pumpherston Estates Limited(The),5.0,,9878091.0,
00232361,GRENFELL ASSOCIATION OF GREAT BRITAIN AND IRELAND(THE),0.0,,430423.0,
00237685,CAMPUS LIMITED,3.0,,2901196.0,
00241587,B ROGERS KNIGHT (STRATFORD ON AVON) LIMITED,1.0,,1059235.0,
00244555,THE SONCINO PRESS LIMITED,2.0,,259572.0,
00245378,MODERN SUPER COACHES LIMITED,0.0,,10580.0,
00248183,UPTON & SONS LIMITED,6.0,,5611689.0,
00248925,G. Reuthe Limited,1.0,,4039461.0,
00251864,THE ROTHERHAM SAND AND GRAVEL COMPANY LIMITED,14.0,,10093442.0,
00255893,T CLARK & SON LIMITED,3.0,,23256672.0,
00256460,SMEATON HANSCOMB & CO.LIMITED,1.0,,1006029.0,
00257874,ILES GLASSWARE LIMITED,0.0,,-8806.0,
00257958,Geo. Cooper & Sons (Pickering) Limited,20.0,,1067900.0,
00258527,A.E.MONK & CO.(LONDON) LTD,0.0,,526295.0,
00259441,GEO HILL (GROCERS) LIMITED,6.0,,35314.0,
00259775,J.A.Robarts And J.J.Harding Limited,3.0,,4017984.0,
00263547,Aykroyd & Sons Limited,115.0,81739457.0,3660331.0,
00268106,"BEECH HILL CONSERVATIVE CLUB BUILDINGS COMPANY, LIMITED",2.0,,24081.0,
00273063,Brighton & Hove Motor Club Ltd (The),0.0,,59095.0,
00274354,The St Paul's Walden Bury Estate Company Limited,11.0,,43341565.0,
00274960,THOMSON BROS (NEWCASTLE) LIMITED,6.0,,1001074.0,
00275446,EDWARD BENTON & CO LTD,2.0,,356099.0,
00275988,Tortworth Estate Limited,14.0,,55747716.0,
00278011,DRYWITE LIMITED,30.0,,563333.0,
00278810,James Gore & Sons Limited,4.0,,1124266.0,
00282862,MCCONOMY & CO. LIMITED,2.0,,1831098.0,
00286494,JOHN CHRISTIE LIMITED,1.0,,850103.0,
00287811,DONOVAN & CO.(BARGES)LIMITED,0.0,,41147.0,
00288166,WILLIAM SMITH (WAKEFIELD) LIMITED,10.0,,3810444.0,
00291553,ALBEMARLE PROPERTY COMPANY LIMITED,0.0,,115040.0,
00292060,WEST SURREY BUILDING ESTATES LIMITED,1.0,,1900203.0,
00293103,W.A. TRUELOVE & SON LIMITED,74.0,6411254.0,9923657.0,
00296782,Lochluichart Estate Company Limited,13.0,,2302581.0,
00297189,Derbyshire Property Trust Limited (The),4.0,,13396069.0,
00297777,HARDROCK LIMITED,2.0,,1563.0,
00298001,E MACKINNON & CO. LIMITED,21.0,,2531035.0,
00299274,A.BANCROFT & SONS (HULL) LIMITED,0.0,,450.0,
00301006,FRANK E. SEARY LIMITED,0.0,,205282.0,
00301257,PHILLIPS LAND AND ESTATE COMPANY LIMITED,1.0,,421952.0,
00301310,"Metropolitan & Country Land & Estate Company,Limited",4.0,,20732039.0,
00303005,THOMAS (P.T.F.T.) LTD.,0.0,,1403755.0,
00304106,BACKHOUSE INSURANCE BROKERS LIMITED,29.0,,77547.0,
00304354,Ernest Derricott Ltd,1.0,,1746549.0,
00309071,OLD COULSDON BOWLING CLUB LIMITED,10.0,,98581.0,
00309875,H.R.Hill Limited,4.0,,599629.0,
00309934,Cooke Bailey Limited,1.0,,126803.0,
00310523,SHIRLEY PROPERTIES LIMITED,3.0,,1443871.0,
00313089,ALBANY ENGINEERING COMPANY LIMITED(THE),59.0,,563337.0,
00313903,Pickhill Engineers (Hipperholme) Limited,3.0,,2772730.0,
00315883,SCOTTISH TRUST MANAGERS LIMITED,1.0,,338569.0,
00316952,Direct T.T.Supplies Limited,8.0,,3673945.0,
00318668,SOUTHGATE PROPERTIES LIMITED,1.0,,891487.0,
00319959,GERALD JUDD LIMITED,2.0,,7426700.0,
00319970,THE INCORPORATED BENEVOLENT ASSOCIATION OF THE CHARTERED INSTITUTE OF PATENT ATTORNEYS,0.0,,1188052.0,
00320812,L. & D. REDMAN LIMITED,4.0,,7477082.0,
00321956,CHARLIER (HYTHE) LIMITED,3.0,,1136725.0,
00323441,Hitchin Property Trust Limited(The),8.0,,60799569.0,
00324511,REYNOLDS (WIMBLEDON) LIMITED,2.0,,920639.0,
00326364,Wilbraham Building Company Limited,1.0,,1106001.0,
00326384,J. Stoneman and Sons Limited,1.0,,684494.0,
00327097,Lothbury Estates Limited,3.0,,3629334.0,
00327493,HALLAMSHIRE DEVELOPMENTS LIMITED,0.0,,5438365.0,
00327956,COLT ESTATES LIMITED,2.0,,1751565.0,
00329559,Campbell Estates Limited,0.0,,27914.0,
00330572,H.& M.Bottomley Limited,3.0,,690548.0,
00331567,WATERS BROTHERS LIMITED,3.0,,697005.0,
00333206,JOHN NODES & SONS LIMITED,4.0,,643305.0,
00334036,WARLANDS (OXFORD) LIMITED,3.0,,168151.0,
00335536,Arberfield Trust Limited,2.0,,2307848.0,
00337183,G.prudhoe & Company Limited,14.0,,535062.0,
00338308,M E Rumble & Sons Ltd,2.0,,58431.0,
00338775,W.N. GUTTERIDGE LIMITED,2.0,,24519.0,
00341209,L.W. VASS LIMITED,7.0,,5283308.0,
00342598,"CLARIDGE & HALL BROS., LIMITED",7.0,,276675.0,
00343908,Allan & Atwood Limited,2.0,,1124071.0,
00344479,THE TRADING POST LIMITED,12.0,,6142669.0,
00347456,E.F. Meering Limited,2.0,,2335663.0,
00348022,Bretts Transport Limited,103.0,14684674.0,2527871.0,
00348151,SANDILANDS (ELECTRIC) LIMITED,1.0,,-37174.0,
00348228,BARTON TOWNLEY (BARROW) LIMITED,25.0,,250068.0,
00348703,HOPE PROPERTY MANAGEMENTS LIMITED,1.0,,812003.0,
00351505,H. Fox & Sons (London) Ltd,0.0,,1.0,
00355541,Morpeth Property Investments Ltd,2.0,,360120.0,
00355737,NATIONAL SPIRITUAL ASSEMBLY OF THE BAHA'IS OF THE UNITED KINGDOM,48.0,,11995101.0,
00357098,CHOLDERTON AND DISTRICT WATER COMPANY LIMITED,2.0,,268436.0,
00357290,NOTTINGHAM TEXTILES LIMITED,24.0,,690850.0,
00359056,Rainscourt Limited,2.0,,225348.0,
00359703,EAST RIDING FARMERS LIMITED,1.0,,411657.0,
00359805,WALTER CLIFFORD & SONS LIMITED,0.0,,425000.0,
00360505,LC DESIGNS CO. LIMITED,46.0,13141914.0,5001801.0,
00360552,Oakley Properties (Bedford) Limited,5.0,,9617397.0,
00360637,A. Stockall And Son Limited,2.0,,1080088.0,
00361649,W. METCALFE (LEAMINGTON) LIMITED,2.0,,3409768.0,
00361854,"SHERWOOD FARMS,LIMITED",19.0,,5268804.0,
00361893,Davidsons (Manchester) Limited,3.0,,2030502.0,
00363675,C. B. Baggs Group Limited,6.0,,1289.0,
00366149,Frost (Rochdale) Limited,1.0,,366690.0,
00366297,J. Plosker & Co. Limited,0.0,,319601.0,
00366872,Paynes Stores Limited,3.0,,10522101.0,
00366922,Arthur Welham Limited,1.0,,-757.0,
00366930,H. Poole Limited,0.0,,159570.0,
00367317,DELAINE BUSES LTD,41.0,,2085253.0,
00367537,SHEPHERD FARMS LIMITED,2.0,,64688.0,
00370375,J.B.H.limited,4.0,,3448354.0,
00371032,"BENFREY,LIMITED",0.0,,1581645.0,
00371181,GLASSWORKS HOUNSELL LIMITED,37.0,,234991.0,
00371207,ROMEO TRADING COMPANY LIMITED,14.0,,5274563.0,
00373288,LEE HAVEN ESTATES LIMITED,2.0,,3373792.0,
00374561,R.M.Hawkesworth & Company Limited,2.0,,49667.0,
00374596,EDWARD BAARDA LIMITED,32.0,,902145.0,
00375305,WILLIAM GARNER'S FARMS LIMITED,0.0,,1264138.0,
00375664,W LAMB LIMITED,7.0,,19108253.0,
00380493,Harold Wilson (Insurances) Limited,24.0,,146003.0,
00380946,Sheppard & Barrow Limited,4.0,,864817.0,
00381528,SAMUEL WORBOYS LIMITED,2.0,,19897.0,
00382662,Pinnock Farms Limited,4.0,,673005.0,
00382978,KNIGHT STRIP METALS LIMITED,40.0,14620334.0,308719.0,
00383119,A Dawson and Company (Estates) Limited,9.0,,4309858.0,
00383326,RODELL PROPERTIES LIMITED,6.0,,3500000.0,
00384118,ROSSITER MARINE LTD.,2.0,,142168.0,
00384900,W. Lever Limited,13.0,,958131.0,
00385063,RUSSELL MELLOR AND COMPANY LIMITED,0.0,,1632.0,
00386193,D W FERGUSON LIMITED,4.0,,4061910.0,
00386675,W.BRADLEY & SONS(FREISTON)LIMITED,2.0,,621556.0,
00388971,Modlit Limited,19.0,,-164874.0,
00389400,Millstream Investments Limited,0.0,,2164487.0,
00389597,Sears Bros. Limited,6.0,,1846498.0,
00391968,W.Clifford Watts Limited,44.0,,15509344.0,
00391977,"North Cotes Farm,Limited",8.0,,2378240.0,
00392000,JOHN HOPKINS (BUILDING) LIMITED,1.0,,,
00392482,Linton Family (Holdings) Ltd,5.0,,7548263.0,
00393809,Mardon Estates Limited,0.0,,1295359.0,
00393908,JMP Land Limited,0.0,,278712.0,
00394583,GREX LIMITED,0.0,,10596294.0,
00395713,Nellist & Company Limited,1.0,,401170.0,
00396272,THE HIGHTOWN ESTATES COMPANY LIMITED,0.0,,776898.0,
00397136,J.T.Venables(Kempsey)Limited,0.0,,137297.0,
00397217,"R.Fowler & Sons,Limited",3.0,,7779922.0,
00397840,ALFRED JONES (WARRINGTON) LIMITED,4.0,,3638743.0,
00397923,Anstey Pastures Limited,0.0,,777615.0,
00398178,EAST BROS. (TIMBER) LIMITED,33.0,,3066249.0,
00398242,BEEVFRY ESTATES LIMITED,0.0,,2011.0,
00398974,MOULDING SERVICES LIMITED,0.0,,8058.0,
00400155,Sharples Transport Limited,1.0,,16156.0,
00400967,BRODIE & MIDDLETON LTD,2.0,,90686.0,
00402192,Newards Limited,10.0,,21581.0,
00404158,M.M. ENTERPRISES LIMITED,1.0,,2015194.0,
00404300,TICKENHAM COURT FARM COMPANY LIMITED,6.0,,9668350.0,
00404834,Rishton Welding & Engineering Company Limited,20.0,,1239130.0,
00405133,Brooks & Son (Martock) Limited,2.0,,7631.0,
00405322,Herbert Walkers Limited,103.0,13562489.0,7349443.0,
