company_number,company_name,employees,turnover,balance_sheet,accounts_date
00341331,George Collin & Sons Limited,3.0,,1011027.0,2025-03-31
00390322,THREADEX LIMITED,0.0,,16287.0,2025-03-31
00390468,J FAIRBURN LIMITED,0.0,,620831.0,2025-03-31
00344767,S. Cooper Holdings Limited,0.0,,3627545.0,2025-03-31
00346968,ROINES ESTATES LIMITED,0.0,,11666762.0,2025-03-31
00390767,BURNT OAK WALLPAPERS LIMITED,1.0,,563286.0,2025-03-31
00390920,Blackstock Farms Limited,2.0,,30614.0,2025-03-31
00389906,LEONARD GOULD & COMPANY LIMITED,32.0,,2205292.0,2025-03-31
00344032,Hayles Fruit Farm Limited,17.0,,247744.0,2025-03-31
00343238,Horsenden Estates Limited,3.0,,1500.0,2025-03-31
00343941,HICKMAN & LOVE (TIPTON) LIMITED,0.0,,9245134.0,2025-03-31
00389777,WINSTER ESTATES (MANCHESTER) LIMITED,0.0,,975411.0,2025-03-31
00347320,Anglo Swiss Maritime Company Ltd,1.0,,125203.0,2025-03-31
00388419,Nursuryland (London) Limited,,,10000.0,2025-03-31
00390671,E.DAVIES (ATLAS FOUNDRY) LIMITED,2.0,,1407174.0,2025-03-31
00405197,Walters Properties Limited,0.0,,2098444.0,2025-03-31
00339934,W G JACOBS LIMITED,0.0,,1467070.0,2025-03-31
00397574,MARSPIR LIMITED,0.0,,7239.0,2025-03-31
00334089,A & A PEATE LIMITED,0.0,,7252342.0,2025-03-31
00399216,BRITISH GUARANTEE TRUST LIMITED,0.0,,66434.0,2025-03-31
00402353,W A Poulton & Sons Ltd,2.0,,16041.0,2025-03-31
00399323,Cuerden Motors Limited,3.0,,482278.0,2025-03-31
00334074,R H DREW LIMITED,0.0,,1411232.0,2025-03-31
00333672,LEDBURY HUNT SECURITIES LIMITED,0.0,,1070.0,2025-03-31
00333508,COMBE HOUSE PROPERTIES LIMITED,1.0,,1507918.0,2025-03-31
00399707,HARROGATE INTERNATIONAL TOY FAIR LIMITED,0.0,,1113626.0,2025-03-31
00401831,Walters (Battersea) Limited,0.0,,1923616.0,2025-03-31
00331922,REX BOUSFIELD LIMITED,0.0,,339207.0,2025-03-31
00330823,TEKZONE SOUND AND VISION LIMITED,0.0,,2712170.0,2025-03-31
00330234,A. THOMPSON (PROPERTIES) LIMITED,0.0,,756030.0,2025-03-31
00402288,DERSINGHAM ROAD HOLDINGS LIMITED,0.0,,10659852.0,2025-03-31
00328211,BOROPEX HOLDINGS LIMITED,0.0,,6623.0,2025-03-31
00327337,ASSOCIATED DENTAL PRODUCTS LIMITED,0.0,,1677944.0,2025-03-31
00398600,NEW HIPPODROME (SOUTHAMPTON) LIMITED,0.0,,,2025-03-31
00396653,JAMES MILNER (BARROW) LIMITED,0.0,,15697.0,2025-03-31
00339914,ST. JOHN'S COURT (SOUTHEND) LIMITED,0.0,,5126504.0,2025-03-31
00396254,TURFSOIL LIMITED,0.0,,,2025-03-31
00339009,EARL AND EARL LIMITED,0.0,,281418.0,2025-03-31
00338670,MAYFIELD INVESTMENT TRUST LIMITED,4.0,,3316.0,2025-03-31
00338222,SHIPTON ESTATES LIMITED,0.0,,7567259.0,2025-03-31
00338189,NORTH LAUNDRY (ALDEBURGH) LIMITED (THE),0.0,,1031248.0,2025-03-31
00337929,FARREN ESTATE COMPANY LIMITED,2.0,,2205703.0,2025-03-31
00392284,SPEEDWELL ESTATES LTD,0.0,,-130729.0,2025-03-31
00392990,ELCOT SERVICE FLATS LIMITED,0.0,,4641087.0,2025-03-31
00393871,Padworth Estates Limited,2.0,,1980481.0,2025-03-31
00393996,KIRKBOURNE LIMITED,,,100.0,2025-03-31
00394214,HAROLD L. BATES & SON LIMITED,0.0,,466455.0,2025-03-31
00394475,"PENTEWAN SANDS, LIMITED",0.0,,12906368.0,2025-03-31
00337186,HEDLEY INVESTMENTS LIMITED,2.0,,632701.0,2025-03-31
00336946,OLD OAK FINANCE COMPANY LIMITED,0.0,,143825.0,2025-03-31
00336880,F E MAUGHAN LIMITED,0.0,,450856.0,2025-03-31
00395958,Macdona Property Company Ltd,1.0,,377650.0,2025-03-31
00347381,Neville Special Projects Limited,0.0,,251062.0,2025-03-31
00383479,P.B. FROST LIMITED,0.0,,395125.0,2025-03-31
00348101,Gaveds Limited,0.0,,3924091.0,2025-03-31
00362888,A R WILSON LIMITED,0.0,,4105941.0,2025-03-31
00374177,SUDIL PROPERTIES LTD.,0.0,,732010.0,2025-03-31
00374259,B W C (HOLDINGS) LIMITED,0.0,,925388.0,2025-03-31
00364797,P. & B. L. INVESTMENTS LIMITED,0.0,,326367.0,2025-03-31
00364719,"Castle Hill Quarry Co.,Limited",17.0,,15307689.0,2025-03-31
00363860,F.J.B THEATRES (GRIMSBY) LIMITED,0.0,,12850.0,2025-03-31
00363852,Ayneson Engineering Company Limited,2.0,,17118.0,2025-03-31
00374392,ROLLEM PATENT PRODUCTS LIMITED,38.0,,4628809.0,2025-03-31
00363079,"Carpenter's(Dulwich),Limited",2.0,,870982.0,2025-03-31
00374865,KILBURN VARIETIES LIMITED,0.0,,,2025-03-31
00403583,W.D.M. LIMITED,150.0,,8323000.0,2025-03-31
00375192,THE TANSOR THRASHING COMPANY LIMITED,0.0,,72488.0,2025-03-31
00361797,G H BUTTLE & CO LIMITED,2.0,,5140920.0,2025-03-31
00375723,ASJAC LIMITED,0.0,,533164.0,2025-03-31
00377602,J BANKS & CO LIMITED,0.0,,3889424.0,2025-03-31
00361272,Ribble Valley Estates Limited,2.0,,2523173.0,2025-03-31
00361075,Piskey Led Limited,1.0,,9608.0,2025-03-31
00360234,M MARCUS LIMITED,0.0,,1700744.0,2025-03-31
00378919,JOHN HARLEY LIMITED,0.0,,2066713.0,2025-03-31
00374056,HARRIS ELECTRICAL LIMITED,0.0,,243428.0,2025-03-31
00364890,CROPWELL BISHOP CREAMERY LIMITED,0.0,,5091319.0,2025-03-31
00365703,SOLENT LEISURE LIMITED,0.0,,,2025-03-31
00373047,HARRY RUFFELL & CO LIMITED,5.0,,443960.0,2025-03-31
00368609,M.J.READ LIMITED,0.0,,674984.0,2025-03-31
00368590,"Ludlow & Co.,Limited",0.0,,2716347.0,2025-03-31
00368881,REDHAM FARMS LIMITED,0.0,,990414.0,2025-03-31
00369593,Wilton (St. James's) Limited,69.0,,6848134.0,2025-03-31
00369818,EDWARD COWARD LIMITED,0.0,,2444398.0,2025-03-31
00370963,G.V.PRESTWOOD & SONS LIMITED,0.0,,88899.0,2025-03-31
00371993,D.H. THOMAS & SONS LIMITED,2.0,,53306.0,2025-03-31
00368572,SWIFT INVESTMENTS LIMITED,2.0,,5345384.0,2025-03-31
00372166,Beach Bros Limited,28.0,,348716.0,2025-03-31
00368040,NORTH RODE TIMBER COMPANY LIMITED,0.0,,565668.0,2025-03-31
00327072,CHISENHALE MARSH ESTATES COMPANY,0.0,,24363142.0,2025-03-31
00372371,J. PREEDY & SONS LIMITED,0.0,,1038939.0,2025-03-31
00372693,ARNEWOOD PROPERTY INVESTMENTS LIMITED,0.0,,21680.0,2025-03-31
00367506,Porters Transport (Grimsby) Limited,1.0,,-41614.0,2025-03-31
00367132,GENERAL ROAD SERVICES LIMITED,0.0,,,2025-03-31
00366398,K.B. BENFIELD GROUP HOLDINGS LIMITED,0.0,,219159.0,2025-03-31
00366174,SOMERSET CREAMERIES LIMITED,0.0,,,2025-03-31
00359855,T. & E. Neville Limited,0.0,,,2025-03-31
00379399,ROUSE ESTATES LIMITED,0.0,,400300.0,2025-03-31
00388377,Frasers Office Supplies Limited,12.0,,12356.0,2025-03-31
00385770,WS COSBY & SONS LIMITED,0.0,,33571.0,2025-03-31
00368733,W.E.C.S. Tools :Limited,3.0,,71945.0,2025-03-31
00383574,A. JAMES (JEWELLERS) LIMITED,6.0,,132415.0,2025-03-31
00352108,Purpose Powder Coatings Limited,12.0,,156798.0,2025-03-31
00351438,F.C. HEAYBERD & CO. LIMITED,2.0,,22057.0,2025-03-31
00350893,William Kellett & Sons Ltd,2.0,,1827969.0,2025-03-31
00383901,MORETON C CULLIMORE (GRAVELS) LIMITED,0.0,,4779648.0,2025-03-31
00384864,ELLIS OF RICHMOND LIMITED,98.0,42158062.0,1145768.0,2025-03-31
00385418,H G Waggett & Sons Limited,0.0,,64784.0,2025-03-31
00386612,F. C. D. PROPERTIES LIMITED,0.0,,417528.0,2025-03-31
00359581,Ken Ratcliffe & Son Limited,19.0,,1258671.0,2025-03-31
00386999,Hopeholm Trust Limited,1.0,,7133907.0,2025-03-31
00349557,LONDON & HOME COUNTIES SHOP HOLDINGS LIMITED,,,122984.0,2025-03-31
00387505,C.H.HOLLIS LIMITED,0.0,,832959.0,2025-03-31
00387873,Standerwick&#39;s Limited,0.0,,250000.0,2025-03-31
00349233,ARISTO (CATERING) LIMITED,1.0,,163334.0,2025-03-31
00388255,The Failand Land Co. Limited,0.0,,,2025-03-31
00349014,KEN-CRAV INVESTMENTS LTD,0.0,,3831422.0,2025-03-31
00348958,CLARENCE ESTATES (KINGSTON ON THAMES) LIMITED,0.0,,4886353.0,2025-03-31
00382719,ARNEWOOD ESTATES (MANAGEMENT) LIMITED,0.0,,,2025-03-31
00382446,FRANK GROUNDS LIMITED,0.0,,21725.0,2025-03-31
00352987,C A Bengry Limited,30.0,,640386.0,2025-03-31
00353190,ADELPHI FILMS LIMITED,4.0,,-13477.0,2025-03-31
00359299,FINTRAN LIMITED,0.0,,-82104.0,2025-03-31
00359012,ROBERTS & SPIEGEL ESTATES LIMITED,,,-29957.0,2025-03-31
00379922,COLE AMBROSE LIMITED,10.0,,10915928.0,2025-03-31
00379944,MORRELLS HOLDINGS LIMITED,3.0,,24883941.0,2025-03-31
00357738,PROVINCIAL GARAGE (LEICESTER) LIMITED,0.0,,520646.0,2025-03-31
00357258,BRANTHILL FARMS LTD.,13.0,,278417.0,2025-03-31
00380685,Western Farming Company Limited,3.0,,716778.0,2025-03-31
00380863,GREEN & BIRD LIMITED,0.0,,900275.0,2025-03-31
00355871,MADDERMARKET THEATRE TRUST LIMITED(THE),3.0,,160691.0,2025-03-31
00380987,BENNETTS FUNERAL DIRECTORS LIMITED,0.0,,844638.0,2025-03-31
00354834,WHITTAKER STOTT & SONS LIMITED,0.0,,867149.0,2025-03-31
00354457,SUN INVESTMENTS (ROBY) LIMITED,0.0,,49830.0,2025-03-31
00381094,Atrium Press Limited,3.0,,29854.0,2025-03-31
00354111,Anglo European Concessions Limited,0.0,,1.0,2025-03-31
00381449,E.I.C. (Exeter) Limited,7.0,2239068.0,24321377.0,2025-03-31
00381871,Ernest W Lucas & Co Limited,2.0,,367292.0,2025-03-31
00353250,TUDOR JENKINS PROPERTIES LIMITED,0.0,,3510155.0,2025-03-31
00370121,SYDNEY BURROWS LIMITED,0.0,,1328214.0,2025-03-31
00285787,ENFIELD HOLDINGS LTD,4.0,,343777.0,2025-03-31
00326182,COLPAC LIMITED,1.0,,3338284.0,2025-03-31
00241582,BRITISH AMALGAMATED THEATRES LTD,0.0,,1286325.0,2025-03-31
00203511,THOMAS KEATING LIMITED,0.0,,4610182.0,2025-03-31
00203459,SINGLETON INVESTMENT COMPANY LIMITED,0.0,,3550487.0,2025-03-31
00201780,SMITH NICHOLAS (PROPERTY CONSULTANTS ) LIMITED,0.0,,97725.0,2025-03-31
00201233,"KEETON,SONS & CO.,LIMITED",4.0,,1857285.0,2025-03-31
00200585,ALBERT E KEMPSTON LIMITED,0.0,,,2025-03-31
00199422,Joseph Truman & Company (1924) Limited,2.0,,,2025-03-31
00199223,"H.GAVENTA,LIMITED",11.0,,172087.0,2025-03-31
00196537,HEAP & PARTNERS LIMITED,0.0,,579787.0,2025-03-31
00196308,PC RICHARDSON & CO (MIDDLESBROUGH) LIMITED,80.0,,10336094.0,2025-03-31
00194518,John. Corbishley & Sons Limited,7.0,,168056.0,2025-03-31
00189860,CHARLES DICKINS LIMITED,0.0,,2904101.0,2025-03-31
00189618,A POTTERTON LIMITED,0.0,,723161.0,2025-03-31
00188150,Nicholsons Sealing Technologies Limited,120.0,14179385.0,3901539.0,2025-03-31
00188101,W.H. TILDESLEY LIMITED,42.0,,222631.0,2025-03-31
00187076,ELTON ESTATES COMPANY LIMITED,0.0,,2728348.0,2025-03-31
00186354,Morden Estates Company Limited,17.0,,1247649.0,2025-03-31
00186222,STONEWOOD SECURITIES LIMITED,4.0,,1859412.0,2025-03-31
00182306,MARLINGS LIMITED,0.0,,147672.0,2025-03-31
00181471,The Beechwood Estates Co. Limited,3.0,,16450990.0,2025-03-31
00178503,BRITISH INSTITUTE OF PROFESSIONAL PHOTOGRAPHY,0.0,,57272.0,2025-03-31
00177744,"THE BRITISH AND INTERNATIONAL FEDERATION OF FESTIVALS FOR MUSIC, DANCE AND SPEECH",0.0,,,2025-03-31
00172628,COUNTY FREEHOLD & LEASEHOLD ESTATES LIMITED,0.0,,23853377.0,2025-03-31
00172134,HOLLYWOOD GOLF CLUB LIMITED,0.0,,-180762.0,2025-03-31
00170768,Thomas Niven Limited,0.0,,995763.0,2025-03-31
00170196,GEORGE MOSS & SONS LIMITED,0.0,,54332301.0,2025-03-31
00167469,"MORTIMER, HARLEY LIMITED",0.0,,,2025-03-31
00166827,R.F.BEARD LIMITED,1.0,,,2025-03-31
00204475,"MILTON ESTATES,LIMITED",0.0,,132386.0,2025-03-31
00204638,Mostyn Estates Limited,42.0,,69277437.0,2025-03-31
00205663,WILLIAM GEE LIMITED,12.0,,4064.0,2025-03-31
00326019,BRIGHT INSTRUMENT CO. LIMITED,0.0,,1103810.0,2025-03-31
00241292,C L Properties Limited,0.0,,880268.0,2025-03-31
00239669,Glider and Blue Motor Services Limited,0.0,,-55478.0,2025-03-31
00239377,LEEDS PROPERTIES LIMITED,4.0,,8828336.0,2025-03-31
00238538,SHUREK MORRIS & CO. LIMITED,0.0,,,2025-03-31
00238475,MILLARD ESTATES LIMITED,0.0,,26356382.0,2025-03-31
00238316,Jahn (Maskiner) Limited,0.0,,82561.0,2025-03-31
00234372,A. M. CLARK LIMITED,0.0,,1182461.0,2025-03-31
00223173,SALISBURY & WOOD LIMITED,0.0,,751456.0,2025-03-31
00223068,BOB PARRY AND COMPANY LIMITED,0.0,,,2025-03-31
00221528,THOMAS ROBERTS (WESTMINSTER) LTD,0.0,,10049424.0,2025-03-31
00220638,GORING HOLDINGS LIMITED,1.0,,3093006.0,2025-03-31
00220603,NEUTRAL LIMITED,0.0,,4943.0,2025-03-31
00217953,THE CREDIT PROTECTION ASSOCIATION LIMITED,0.0,,176723.0,2025-03-31
00205738,FREDERICK HIAM LIMITED,88.0,22494497.0,29178366.0,2025-03-31
00217650,MORETON RICHES LIMITED,0.0,,,2025-03-31
00217275,Muller & Company (England) Limited,2.0,,110000.0,2025-03-31
00215861,CANNON TRUST LIMITED,0.0,,56673.0,2025-03-31
00215444,BOYS & BODEN LIMITED,269.0,46409712.0,29838423.0,2025-03-31
00214111,STAFFORDSHIRE BUILDERS SUPPLIES LIMITED,0.0,,332587.0,2025-03-31
00213854,WILKINSON AND SCOTT LIMITED,0.0,,667495.0,2025-03-31
00212346,DRAKE & FLETCHER LIMITED,6.0,,1797491.0,2025-03-31
00211710,"WILLIAM BOYER & SONS, LIMITED",2.0,,11381204.0,2025-03-31
00210794,THOMAS SWAN & CO LIMITED,1.0,,22224030.0,2025-03-31
00210263,BROWNSEA HAVEN WHOLESALE LIMITED,0.0,,,2025-03-31
00209425,BROWNSEA HAVEN PROPERTIES LIMITED,0.0,,1.0,2025-03-31
00208517,J.B. CORRIE AND COMPANY LIMITED,111.0,13269610.0,13812437.0,2025-03-31
00166018,Mark Williams & Sons Limited,,,171432.0,2025-03-31
00164138,THE BARNES SPORTS CLUB LIMITED,0.0,,827930.0,2025-03-31
00163590,LUKE HOWGATE & SON.LIMITED,0.0,,1652674.0,2025-03-31
00061184,THE MOSELEY PARK AND POOL COMPANY LIMITED,0.0,,3604.0,2025-03-31
00098872,GOLDERS HILL AND GENERAL ESTATES COMPANY LIMITED,0.0,,7527443.0,2025-03-31
00091182,ALEXANDER CARUS & SONS LIMITED,0.0,,424333.0,2025-03-31
00084313,BEAMA LIMITED,0.0,,6960.0,2025-03-31
00083515,"A.BELL & CO, LIMITED",49.0,,1613281.0,2025-03-31
00080544,EPPING SANITARY STEAM LAUNDRY COMPANY LIMITED,4.0,,54663.0,2025-03-31
00080105,Associated Property Owners Limited,9.0,,79082286.0,2025-03-31
00079326,E.C. Theedam Limited,,,36077.0,2025-03-31
00077258,THE WARWICK BOAT CLUB LIMITED,0.0,,698419.0,2025-03-31
00072101,British Standard Association Limited,0.0,,,2025-03-31
00069842,JAMES ROBINSON SPECIALITY INGREDIENTS LIMITED,0.0,,5560909.0,2025-03-31
00066075,JAMES SMITH & SON REDDITCH LIMITED,1.0,,1282322.0,2025-03-31
00061446,Provincial Property & Investment Co Ltd,1.0,,421729.0,2025-03-31
00060209,STEPHEN WALTERS & SONS LIMITED,98.0,8479967.0,2261455.0,2025-03-31
00100937,Burrows and Dunn Limited,2.0,,1507712.0,2025-03-31
00059246,T.W. BRACHER AND COMPANY LIMITED,0.0,,29098.0,2025-03-31
00058447,BURT BOULTON HOLDINGS LIMITED,0.0,,22470000.0,2025-03-31
00054862,George Farmiloe & Sons Limited,3.0,,24913552.0,2025-03-31
00052573,WAKELEY BROTHERS (RAINHAM KENT) LIMITED,0.0,,2403286.0,2025-03-31
00052362,HOPE'S AUCTION COMPANY LIMITED,0.0,,4719409.0,2025-03-31
00049631,NORFOLK CHAMBERS OF COMMERCE,14.0,,235711.0,2025-03-31
00037545,LEEDS AND BRADFORD BOILER COMPANY LIMITED,0.0,,7040271.0,2025-03-31
00034195,BROOKWOOD PARK LIMITED,8.0,,6163711.0,2025-03-31
00032795,THE MILL COMPANY LIMITED,0.0,,1248972.0,2025-03-31
00029876,WATERSIDE PLASTICS LIMITED,0.0,,449311.0,2025-03-31
00029356,SOUTHEND-ON-SEA LIBERAL CLUB (INVESTMENTS) LIMITED,0.0,,174476.0,2025-03-31
00021054,CARDIFF & GLAMORGANSHIRE PROPERTIES LTD,3.0,,1513592.0,2025-03-31
00100274,BELLIS BROTHERS LIMITED,0.0,,10359170.0,2025-03-31
00101234,ERNEST WEST & BEYNON LIMITED,0.0,,123250.0,2025-03-31
00162420,Avon School of Journalism Limited,0.0,,22000.0,2025-03-31
00135614,H.A.C. (HOLDINGS) LIMITED,0.0,,1965375.0,2025-03-31
00162115,DEAKIN AND FRANCIS LIMITED,18.0,,141517.0,2025-03-31
00160182,EXCELSIOR COMMERCIAL AND INDUSTRIAL HOLDINGS LIMITED,6.0,,1051338.0,2025-03-31
00154718,GAYTON CEREAL SEEDS LIMITED,1.0,,61772.0,2025-03-31
00153494,THE ROWSTON ESTATE COMPANY LIMITED,1.0,,179860.0,2025-03-31
00150810,JOHN RADCLIFFE & SONS (1802) LIMITED,3.0,,143356.0,2025-03-31
00149613,MELBOURNE STREET PROPERTIES LIMITED,6.0,,9841041.0,2025-03-31
00147111,THE DISTRICT ESTATES LIMITED,0.0,,130189560.0,2025-03-31
00143693,JOHN W.LAYCOCK.LIMITED,17.0,,875207.0,2025-03-31
00141834,Whalley Golf Club Limited,14.0,,718465.0,2025-03-31
00140166,GEORGE SYKES LIMITED,0.0,,518748.0,2025-03-31
00139670,The Colville Estate Limited,0.0,,12118451.0,2025-03-31
00138186,HOWITTS LIMITED,10.0,,71932.0,2025-03-31
00132651,THE ROYAL EASTBOURNE GOLF CLUB LIMITED,0.0,,338957.0,2025-03-31
00103472,Aberdare Cottage Company Limited. (The),3.0,,309229.0,2025-03-31
00130103,W.J. Tatem Limited,0.0,,33294939.0,2025-03-31
00129612,Darville and Son Limited,6.0,,10555674.0,2025-03-31
00125526,Russell Acott Limited,4.0,,7938743.0,2025-03-31
00122842,BOLTON GOLF CLUB LIMITED,0.0,,724027.0,2025-03-31
00122152,SOFNOL LIMITED,0.0,,604769.0,2025-03-31
00117884,JOHN RELF LIMITED,0.0,,2036534.0,2025-03-31
00115155,CLARE FISHERS LIMITED,0.0,,7825.0,2025-03-31
00113611,Thomas Wood & Sons Limited,2.0,,249660.0,2025-03-31
00111210,White Marble Quarries Limited,4.0,,3365055.0,2025-03-31
00110720,CROFTS & ASSINDER HOLDINGS LIMITED,5.0,,1911061.0,2025-03-31
00106442,MURPHY & SON LIMITED,0.0,,5090870.0,2025-03-31
00103614,Thompson Brothers Limited,0.0,,256977.0,2025-03-31
00241566,EBP Building Products Limited,0.0,,3858474.0,2025-03-31
00219179,A. A. Fisher Limited,0.0,,6199969.0,2025-03-31
00242381,BENNETTS FARMS & FOODS LIMITED,0.0,,730718.0,2025-03-31
00280474,HUNGERFORD MOTORS LTD,0.0,,5314.0,2025-03-31
00305500,MARSTON GREEN ESTATES LIMITED,1.0,,34209.0,2025-03-31
00304160,PANTMAWR LIME COMPANY LIMITED,0.0,,-905.0,2025-03-31
00303854,BRENT BROTHERS LTD,0.0,,301605.0,2025-03-31
00303688,WIBER-WOOD & PARTNERS LIMITED,0.0,,,2025-03-31
00301490,WAITE & SON (JEWELLERS) LIMITED,18.0,,2048953.0,2025-03-31
00301388,THORPE BROS (PROPERTIES) LTD,0.0,,5800514.0,2025-03-31
00300640,C N BROOMHEAD LIMITED,0.0,,,2025-03-31
00299640,THE HAMPTON WORKS (STAMPINGS) LIMITED,0.0,,,2025-03-31
00299426,HTTP:// LIMITED,,,10000.0,2025-03-31
00298734,CHURCHWOOD TRUST LIMITED,0.0,,823625.0,2025-03-31
00298201,SWANSEA TIMBER & PLYWOOD COMPANY LIMITED,20.0,,1446572.0,2025-03-31
00295798,VICKERS SCOTT INVESTMENT COMPANY LIMITED,0.0,,544302.0,2025-03-31
00295576,RANSOMS (HOOK) LTD.,0.0,,127853.0,2025-03-31
00295536,H.V.WAIT LIMITED,0.0,,15549.0,2025-03-31
00293258,E.W. WATTS (WISHAW) LIMITED,0.0,,1020520.0,2025-03-31
00292531,C H S DEVELOPMENTS LIMITED,0.0,,6271985.0,2025-03-31
00290512,"S.BRANNAN & SONS,LIMITED",37.0,,199667.0,2025-03-31
00290323,S & R MANAGEMENT LIMITED,0.0,,,2025-03-31
00288535,THE MAIDSTONE LAND COMPANY LIMITED,0.0,,3274757.0,2025-03-31
00288233,H.W.CLIFTON LIMITED,0.0,,607669.0,2025-03-31
00287220,Serlda Limited,0.0,,1810914.0,2025-03-31
00285666,C JENNER & SON LIMITED,0.0,,,2025-03-31
00285630,HAVERFORDWEST GOLF CLUB LIMITED,0.0,,321521.0,2025-03-31
00285467,JOHNSON (1996) LIMITED,0.0,,,2025-03-31
00284920,BEAUTIFUL WALLS LIMITED,0.0,,,2025-03-31
00282684,LEFTLEY BROTHERS LIMITED,0.0,,1149442.0,2025-03-31
00281899,AYLE COLLIERY COMPANY LIMITED,0.0,,739877.0,2025-03-31
00305734,C.U.C.CLIFFORD LTD,0.0,,-30947.0,2025-03-31
00305887,HILTON RUBIN INVESTMENTS LIMITED,0.0,,331704.0,2025-03-31
00306068,BROOKWOOD CEMETERY LIMITED,5.0,,667919.0,2025-03-31
00317864,F.E. MAUGHAN (ESTATES) LIMITED,0.0,,630021.0,2025-03-31
00325743,THE BELTWOOD PROPERTY COMPANY LIMITED,2.0,,4006092.0,2025-03-31
00325356,OLIVER BURRIDGE & COMPANY LIMITED,2.0,,1220000.0,2025-03-31
00325191,Rupert Crew Limited,2.0,,199709.0,2025-03-31
00324126,J.T. SHARPE & SONS LIMITED,0.0,,10237.0,2025-03-31
00323991,THE SWARLAND BRICK COMPANY LIMITED,0.0,,384064.0,2025-03-31
00323207,VICTOR PRINTING COMPANY LIMITED,0.0,,41619.0,2025-03-31
00322783,THE BRISTOL MARBLE COMPANY LIMITED,24.0,,121657.0,2025-03-31
00322559,Bellamy's of Oxford Limited,3.0,,3783227.0,2025-03-31
00322455,FRANK GOULDING LIMITED,0.0,,1045844.0,2025-03-31
00322120,THE KEMSLEY HOUSING TRUST LIMITED,3.0,,815338.0,2025-03-31
00321464,PINEWALK LIMITED,0.0,,261165.0,2025-03-31
00318243,J KENNEDY LIMITED,0.0,,45138.0,2025-03-31
00317267,The Brockmoor Foundry Company Limited,175.0,18518686.0,6075340.0,2025-03-31
00306370,ALLUVIAL DREDGES LIMITED,0.0,,23515.0,2025-03-31
00316543,CLEAR VIEW HOTELS LIMITED,0.0,,2057624.0,2025-03-31
00314560,Hofton & Son Limited,0.0,,296000.0,2025-03-31
00313249,W.SMITH & SONS (NUNEATON) LIMITED,0.0,,306260.0,2025-03-31
00311923,WELBY GARDENS ENCLOSURE LIMITED,3.0,,250.0,2025-03-31
00311238,COOMBE ROADS ASSOCIATION LIMITED,3.0,,3315.0,2025-03-31
00310955,BRADLEYS LIMITED,0.0,,276400.0,2025-03-31
00309809,PROPERTIES AND INVESTMENTS (EASTBOURNE) LIMITED,0.0,,174293.0,2025-03-31
00308067,COEL INVESTMENTS LIMITED,0.0,,2043880.0,2025-03-31
00307282,BRYANSTON PROPERTY COMPANY LIMITED,0.0,,1739209.0,2025-03-31
00307258,LEYBOURNE URWIN LIMITED,30.0,,477102.0,2025-03-31
00306850,GLT LIMITED,0.0,,964537.0,2025-03-31
00306579,G & S Brough Limited,44.0,,515595.0,2025-03-31
00280662,Nealestone Farms Limited,4.0,,1298836.0,2025-03-31
00405266,THOMAS ARTHUR & GORDON LIMITED,0.0,,5600009.0,2025-03-31
00255176,Francis E.Collingwood & Company Limited,3.0,,-22535.0,2025-03-31
00274385,SNAPE & SON (BILSTON) LIMITED,0.0,,406341.0,2025-03-31
00254598,Rossendale Masonic Hall Company Limited (The),1.0,,10387.0,2025-03-31
00248685,W R LARKIN LIMITED,0.0,,39186.0,2025-03-31
00250773,SECOMAK LIMITED,0.0,,164572.0,2025-03-31
00273363,Percy Metal Company Limited,1.0,,74881.0,2025-03-31
00272577,P.& M.J.WRIGHT (HOLDINGS) LIMITED,0.0,,1996248.0,2025-03-31
00251663,KNAP HILL NURSERY LIMITED,0.0,,926570.0,2025-03-31
00272247,POCKLINGTON SPORTS GROUND LTD,0.0,,666.0,2025-03-31
00269133,A. STUTLEY & SONS LIMITED,0.0,,3296143.0,2025-03-31
00266985,AMERSHAM (HOLDINGS) LIMITED,0.0,,9452425.0,2025-03-31
00251757,COOK BRIGHTON LIMITED,0.0,,6416696.0,2025-03-31
00266235,LUKE BRENNAN LIMITED,0.0,,,2025-03-31
00265446,"H. & C. BEART, LIMITED",0.0,,1580611.0,2025-03-31
00264910,"EDWIN PEAT AND SONS, LIMITED",5.0,,1182836.0,2025-03-31
00263584,M.S. Michael & Co. Limited,0.0,,-36.0,2025-03-31
00252078,ANTOINETTE HOTEL WIMBLEDON LIMITED,33.0,,6491539.0,2025-03-31
00253475,Premier Livestock Auctions Limited,0.0,,4829063.0,2025-03-31
00254115,Pedigree Stock Farm Developments Limited,1.0,,533832.0,2025-03-31
00273600,BURNTWOOD ESTATES LIMITED,0.0,,27477.0,2025-03-31
00254574,Chalfont House Limited formerly The Acme Spring Co Limited,0.0,,40338.0,2025-03-31
00279477,Milehams Storage Limited,0.0,,1.0,2025-03-31
00244947,Lyepole Fishing Limited,2.0,,57654.0,2025-03-31
00246930,H C JONES & CO. (SURREY) LTD,0.0,,22652958.0,2025-03-31
00246435,"J. STELL & SONS, LIMITED",1.0,,2358479.0,2025-03-31
00280366,GORDONS (BOLTON) LIMITED,0.0,,1717498.0,2025-03-31
00244574,J GRATRIX AND COMPANY LIMITED,0.0,,128039.0,2025-03-31
00279461,THE FOUNTAIN PEN EXCHANGE LIMITED,0.0,,0.0,2025-03-31
00276764,Alexander Black Limited,1.0,,164654.0,2025-03-31
00280296,GFXH PROPERTIES LIMITED,0.0,,502800.0,2025-03-31
