company_number,company_name,employees,turnover,balance_sheet,accounts_date,qualification_route,covering_parent_number,covering_parent_name,company_status,jurisdiction,registered_address,sic_codes
10834427,Acacia Care Investments Ltd,406,36441153.0,1363109.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Argyle House, Joel Street, Northwood, HA6 1NW",87300
15986160,WORKCHAIN HOLDINGS LTD,406,,2138970.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Ely House Stephensons Way, Chaddesden, Derby, DE21 6LY",78200
12210720,CLARITY UMBRELLA LTD,399,49911780.0,436236.0,,EMPLOYEE_TEST,,,active,england-wales,"2 Appletree Barns Folly Lane, Copdock, Ipswich, IP8 3JQ",82990
13843726,Enimed (Holdings) Limited,395,64956241.0,22778811.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"109-111 Field End Road, Eastcote, HA5 1QG",64209
08965397,The Care And Support Group Ltd,386,,250424.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"The Royal, Front Street, Stanley, DH9 0JQ",87300
11621575,EFS Global Limited,386,63367134.0,14443352.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Efs Global, Pendle House, Phoenix Way, Burnley, BB11 5SX",64209
11810616,TAKEQUADRANTON. LTD,380,,515215.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"16 Great Queen Street, London, WC2B 5AH",78300
05963017,Trustcare Management Limited,379,,299217.0,,EMPLOYEE_TEST,,,active,england-wales,"319b Walton Road, West Molesey, KT8 2QG",87900
06052757,Sefton New Directions Limited,376,11460364.0,1495148.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"1st Floor, Magdalen House, 30 Trinity Road, Bootle, L20 3NJ",88100
09198035,Positive Individual Proactive Support Limited,373,13324933.0,592634.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Endeavour House Ellerbeck Way, Stokesley, Middlesbrough, TS9 5JZ",86900
13688955,Hamburg Topco Limited,373,49586130.0,26795610.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Ground Floor Interchange, 81-85 Station Road, Croydon, CR0 2RD",64209
03041366,BCH CARE LIMITED,373,16070100.0,786249.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"130 Aztec West, Almondsbury, Bristol, BS32 4UB",87100
13689209,Hamburg Bidco Limited,373,49586130.0,26795610.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Ground Floor Interchange, 81-85 Station Road, Croydon, CR0 2RD",64209
08030655,Taurus Healthcare Ltd,367,,2981844.0,,EMPLOYEE_TEST,,,active,england-wales,"Nelson House, Whitecross Road, Hereford, HR4 0DG",86210
09049900,Silver Birch Care (Holdings) Limited,364,,20060426.0,,EMPLOYEE_TEST,,,active,england-wales,"212 Ballards Lane, Sbch House, London, N3 2LX",64209
11608944,TINIES LONDON & INTERNATIONAL LTD,361,,282342.0,,EMPLOYEE_TEST,,,active,england-wales,"50 Seymour Street, London, W1H 7JG",78200;78300
10644283,NEWYDD CATERING & CLEANING LIMITED,360,,79936.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"County Hall, Raikes Lane, Mold, CH7 6ND",56290;96090
04542522,Ksb Recruitment Consultants Limited,360,,21771.0,29 June 20,EMPLOYEE_TEST,,,active,england-wales,"Ksb Recruitment Consultants Ltd Regus, Central Boulevard, Solihull, B90 8AG",78200
03198769,A1 PERSONNEL EMPLOYMENT AGENCY LTD,360,9879616.0,2466629.0,,EMPLOYEE_TEST,,,active,england-wales,"162-164 High Street, Rayleigh, SS6 7BS",78200
06817611,2 AM Management Company Limited,356,24118545.0,3433726.0,2025-04-06,EMPLOYEE_TEST,,,active,england-wales,"Stanton Building Colliery Lane, Thurnscoe, Rotherham, S63 0JF",70100
06526813,FOCUS CARE SUPPORTED LIVING LTD,356,15506369.0,2246434.0,,EMPLOYEE_TEST,,,active,england-wales,"319b Walton Road, West Molesey, KT8 2QG",86102
08721041,Country Village Inns Ltd,354,,472143.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"22 High Street, Ingleton, Carnforth, LA6 3AD",55100
01201823,ENDERSHAM LIMITED,351,,412756.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"14th Floor 33 Cavendish Square, London, W1G 0PW",81210
14730498,LMRK PROPERTIES LTD,350,,350.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"40 Oakfield Gardens, Greenford, UB6 8SD",68100;68209
09519658,ROTHERWOOD GROUP LIMITED,349,,12485536.0,,EMPLOYEE_TEST,,,active,england-wales,"C/O M H A Macintyre Hudson, 11 Merus Court, Leicester, LE19 1RJ",64209
15754458,TRANSPORT MADE SIMPLE LIMITED,349,,7899999.0,,EMPLOYEE_TEST,,,active,england-wales,"29 Arboretum Street, Nottingham, NG1 4JA",64209
09964786,CENTRAL CONNECT TRANSPORT LIMITED,347,,16449886.0,,EMPLOYEE_TEST,,,active,england-wales,"29 Arboretum Street, Nottingham, NG1 4JA",49390;70229
03761935,MAUVE CORPORATE SYSTEMS UK LIMITED,347,31402764.0,77185.0,2024-12-31,EMPLOYEE_TEST,,,active,england-wales,"Blake House, 18 Blake Street, York, YO1 8QG",70229
04120661,Moorview Care Limited,345,,2335878.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"107 Cleethorpe Road, Grimsby, North East Lincolnshire, DN31 3ER",96090
10090444,ASH GROUP (UK) LIMITED,344,,12075346.0,,EMPLOYEE_TEST,,,active,england-wales,"The Mill, Morton, Oswestry, SY10 8BH",38110
NI037518,COMBINED FACILITIES MANAGEMENT LTD,344,57433240.0,1821646.0,,EMPLOYEE_TEST,,,active,northern-ireland,"65 Deerpark Road, Leitrim, Castledawson, BT45 8BS",43999
12369890,CAPULET HOLDINGS LIMITED,344,,16470478.0,,EMPLOYEE_TEST,,,active,england-wales,"Perton Manor, Wrottesley Park Road, Perton, WV8 2HE",64209
NI036860,LEITRIM HOLDINGS LIMITED,344,,5796958.0,,EMPLOYEE_TEST,,,active,northern-ireland,"65 Deerpark Road, Leitrim, Castledawson, BT45 8BS",68209
04725724,Borderbrite Limited,338,,934695.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 2 Church Street, Caldewgate, Carlisle, CA2 5TJ",81299
NI649775,Dunluce Healthcare Ltd,337,12081801.0,556714.0,31 Decembe,EMPLOYEE_TEST,,,active,northern-ireland,"2nd Floor, 14-16 Shore Road, Holywood, BT18 9HX",86102;87100
03940981,RAPID EMPLOYMENT AND RECRUITMENT LIMITED,335,,775922.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"33a Regal Road, Wisbech, Cambridgeshire, PE13 2RQ",82990
09687256,BJF GROUP LIMITED,333,,10005.0,,EMPLOYEE_TEST,,,active,england-wales,"Abbey Court Boarley Lane, Sandling, Maidstone, ME14 3DD",41100
06056699,BJF CONNECTIONS LTD,333,68486214.0,4602911.0,,EMPLOYEE_TEST,,,active,england-wales,"Abbey Court, Boarley Lane, Maidstone, ME14 3DD",43210;43220;43290;43390
15224566,MOUNTJOY HOLDINGS LIMITED,333,,5160576.0,,EMPLOYEE_TEST,,,active,england-wales,"Fairfield House, 47-51 Kingston Crescent, Portsmouth, PO2 8AA",81100
09962909,Rochmills (Holdings) Ltd,328,12839917.0,44059285.0,31 Decembe,EMPLOYEE_TEST,,,active,england-wales,"Burlington House, 369 Wellingborough Road, Northampton, NN1 4EU",64209
03076063,Saka Indonesia Pangkah Limited,327,154028000.0,155768000.0,31 Decembe,EMPLOYEE_TEST,,,active,england-wales,"7th Floor 50 Broadway, London, SW1H 0DB",06100;06200
11263567,Kirklands Care Limited,326,,12742879.0,,EMPLOYEE_TEST,,,active,england-wales,"238 Station Road, Addlestone, KT15 2PS",87300
01660972,WINDSOR HOLDINGS LIMITED,326,21631889.0,5871318.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Foxhills, Ottershaw, Surrey, KT16 0EL",93110
10072435,Boluda Towage UK Ltd,323,,86769199.0,,EMPLOYEE_TEST,,,active,england-wales,"Unit 40 Dunes Way, Wellington Employment Park, Liverpool, L5 9RJ",70100
09784762,COUNTRY COURT CARE HOMES 3 OPCO LIMITED,323,16563113.0,11287697.0,,EMPLOYEE_TEST,,,active,england-wales,"C/O Duncan & Toplis Limited Enterprise Way, Pinchbeck, Spalding, PE11 3YR",87100;87300
05044268,FC Summerhill NH Ltd,322,12504280.0,11283035.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"C/O Millheath Nursing Home, Parret Road, Bettws, NP20 7DQ",87100
06646129,SR Facilities Group Ltd,320,,39868.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"16 Waters Edge Business Park, Modwen Road, Salford, M5 3EZ",80100
10664067,New Concept Security Ltd,320,,397957.0,2025-10-31,EMPLOYEE_TEST,,,active,england-wales,"Professional Security Mayflower House, 14, Pontefract Road, Leeds, LS10 1TB",80100
08924556,Premium Care Solutions Limited,320,,69096.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"5 Acorn Close, Barton Seagrave, Kettering, NN15 6BW",86900
02406224,Translux International Limited,317,,23610855.0,2024-12-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 5-7 Court Lane Industrial Estate, Court Lane, Iver, SL0 9HL",59111
03087327,Atlantic Cleaning Services Limited,314,,394267.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Lawford House, Albert Place, London, N3 1QA",81210;81299
04335541,CITY & COUNTY CARE SERVICES LIMITED,314,9895167.0,20554.0,,EMPLOYEE_TEST,,,active,england-wales,"Hamilton Office Park, 31 High View Close, Leicester, LE4 9LJ",86900
01837621,HEALTH LIMITED,314,9988307.0,6614907.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Suite 2, 23-24 Great James Street, London, WC1N 3ES",86900
03665746,I.C.S. (UK) Limited,313,172054186.0,4498635.0,,EMPLOYEE_TEST,,,active,england-wales,"Neville Road, Bradford, West Yorkshire, BD4 8TU",46390
13165982,ICS UK (1976) Limited,313,,15544325.0,,EMPLOYEE_TEST,,,active,england-wales,"Neville Road, Bradford, BD4 8TU",64209
03138503,PLANNING SOLUTIONS LIMITED,312,,2971901.0,,EMPLOYEE_TEST,,,active,england-wales,"1 Chilworth Road, Southampton, SO16 7JQ",93290
08140845,Provenance Brands Limited,312,22153073.0,4118393.0,30 June 20,EMPLOYEE_TEST,,,active,england-wales,"Ocean House Lower Quay, Gweek, Helston, TR12 6UD",56290
12213029,SWISCO LIMITED,310,24895221.0,5186106.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Town Hall, Castle Circus, Torquay, TQ1 3DR",38110;81299;82990
11972429,Orient Industrial Holdings Limited,309,56472904.0,17394377.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"C/O Bissell & Brown Charter House, 56 High Street, Sutton Coldfield, B72 1UJ",64209
10717369,Regency Soft Services Limited,309,,2848657.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"21-24 Millbank Tower, 17th Floor, London, SW1P 4QP",68320
NI067491,AROUND NOON LIMITED,307,26378870.0,2651386.0,2024-12-31,EMPLOYEE_TEST,,,active,northern-ireland,"24a Greenbank Industrial Estate, Rampart Road, Newry, BT34 2QU",46390;47290
07108341,Go Languages World Wide Limited,305,,2578.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"1st Floor, 87/89 High Street, Hoddesdon, EN11 8TL",85590
02101313,SEYMOUR HOUSE LTD.,305,13289230.0,183732.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"140 Broomfield Road, Chelmsford, CM1 1RN",85100
13749536,Plymouth Active Leisure Limited,304,,-307263.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Ballard House, West Hoe Road, Plymouth, PL1 3BJ",93110;93120
01967787,IT Luggage Limited,303,146067426.0,8405441.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Luggage House, The Chase, Foxholes Business Park,, Hertford, SG13 7NN",46900
11000891,Rock Compliance Holdings Limited,303,19781663.0,4187325.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 2, 10 Tything Road West, Arden Forest Industrial Estate, Alcester, B49 6EP",64303
02793994,AERO FABRICATIONS LIMITED,300,27916618.0,18195558.0,,EMPLOYEE_TEST,,,active,england-wales,"Common Lane, Watnall, Nottingham, NG16 1HA",25990
07034946,Malling Health (UK) Limited,300,30077243.0,833205.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Onyx 12, Little Park Farm Rd Segensworth Roundabout, West, Fareham, PO15 5TD",82990
06293176,HBG LIMITED,299,,1154704.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Gale Farm Surgery 109-119 Front Street, Acomb, York, YO24 3BU",82990;86210;86900
03040310,Island Healthcare Limited,299,,725831.0,,EMPLOYEE_TEST,,,active,england-wales,"Northbrooke House Main Road, Havenstreet, Ryde, PO33 4DR",87100;87300
04394106,VALLI FORECOURTS LIMITED,297,,64980705.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"44 Warren Street, Savile Town, Dewsbury, WF12 9LX",47300
13282015,HR Employment Ltd,294,,102742.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"23-25 Foxes Bridge Road, Forest Vale Industrial Estate, Cinderford, GL14 2PQ",78109
11138134,Lord's Care Recruit Limited,294,,218139.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Office 8,Unit 2 Old Whieldon Road Business Centre, Old Whieldon Road, Stoke-On-Trent, ST4 4HW",78200
SC425646,CONTRACTPOD TECHNOLOGIES LIMITED,293,,17333415.0,,EMPLOYEE_TEST,,,active,scotland,"Savoy Tower, 77 Renfrew Street, Glasgow, G2 3BZ",82990
09960882,NOTTINGHAM CITY GP ALLIANCE LIMITED,293,14284248.0,117258.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Nhs Upper Parliament Street, 79a Upper Parliament Street, Nottingham, NG1 6LD",86210
02111794,KEITH PATTINSON LIMITED,291,20378880.0,3525659.0,2024-12-31,EMPLOYEE_TEST,,,active,england-wales,"Mercantile House, Silverlink, Wallsend, NE28 9NY",68310;68320
07065923,GREENWICH SERVICE PLUS LIMITED,291,24881586.0,11559315.0,,EMPLOYEE_TEST,,,active,england-wales,"Room 102, Birchmere Business Site Eastern Way, Thamesmead, London, SE28 8BF",45200;49390;62030;80200
07174215,HR FACILITIES LTD,290,78441549.0,482335.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 201 Portsoken House, 155-157 Minories, London, EC2N 1LJ",81100
06281747,Enimed Limited,290,50634795.0,20789987.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"109-111 Field End Road, Eastcote, HA5 1QG",47730
07384595,THE ISLINGTON GP GROUP LIMITED,289,,70951.0,2025-04-05,EMPLOYEE_TEST,,,active,england-wales,"Unit 16- 18 The Studios 8 Hornsey Street, London, N7 8EG",86210
08705643,Knowledge Transfer Network Limited,288,36647452.0,8725222.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Suite 218, Business Design Centre 52 Upper Street, Islington, London, N1 0QH",74909
12973716,North Somerset Environment Company Limited,288,20520738.0,-846442.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 6 Westland Business Centre, Winterstoke Road, Weston-Super-Mare, BS24 9AD",38110;38120;39000;42110
10365213,SAKINAS HEALTHCARE LIMITED,287,,71299.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"620 Manchester Road, Westhoughton, Bolton, BL5 3JD",88100
01780818,Allan Webb Ltd,286,18902855.0,159030.0,,EMPLOYEE_TEST,,,active,england-wales,"Red Lodge, Bonds Mill Estate, Stonehouse, GL10 3RF",58110
SC700503,SGD Management Limited,285,,3425.0,31 March 2,EMPLOYEE_TEST,,,active,scotland,"C/O Gilson Gray Llp, 160 West George Street, Glasgow, G2 2HG",96090
08817509,GR8CONNECT LTD,285,,4000.0,31 Decembe,EMPLOYEE_TEST,,,active,england-wales,"2 The Future Works, Brunel Way, Slough, SL1 1FQ",78200
NI615459,ADVANCED CARE (NI) LTD,284,,1207918.0,31 March 2,EMPLOYEE_TEST,,,active,northern-ireland,"Unit 2a Ballinderry Business Park, 58 Ballinderry Road, Lisburn, BT28 2SA",88100
08798304,SureStaffing UK Limited,283,,312146.0,,EMPLOYEE_TEST,,,active,england-wales,"21 Hessle Road, Hull, HU3 2AA",78200
12521437,A E Stuart Limited,282,101847115.0,99940055.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Hill Barton Business Park Sidmouth Road, Clyst St. Mary, Exeter, EX5 1DR",64201
10375720,Ingleton Wood Services Limited,279,17588346.0,2518645.0,,EMPLOYEE_TEST,,,active,england-wales,"The Loom, Gowers Walk, London, E1 8PY",82990
04907778,OLDFIELD RESIDENTIAL CARE LTD,279,,4028282.0,,EMPLOYEE_TEST,,,active,england-wales,"5 The Quadrant, Coventry, West Midlands, CV1 2EL",87300
04076270,WHITELODGE ALVELEY LIMITED,279,,1625237.0,,EMPLOYEE_TEST,,,active,england-wales,"5 The Quadrant, Coventry, West Midlands, CV1 2EL",87300
02235387,TURLEY ASSOCIATES LIMITED,278,,734803.0,,EMPLOYEE_TEST,,,active,england-wales,"Level 5 Transmission 6 Atherton Street, St John's Enterprise City, Manchester, M3 3GS",71112
OC306572,Ingleton Wood LLP,274,,940879.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"The Loom, Gowers Walk, London, E1 8PY",
13045458,COUNTRY COURT CARE HOMES 7 OPCO LIMITED,273,13085873.0,3659265.0,,EMPLOYEE_TEST,,,active,england-wales,"C/O Duncan & Toplis Limited Enterprise Way, Pinchbeck, Spalding, PE11 3YR",87300
03795153,MSG Contracts Limited,273,,101917.0,31 July 20,EMPLOYEE_TEST,,,active,england-wales,"Units 2/3 Zone D, Chelmsford Road Industrial Estate, Great Dunmow, CM6 1XG",81210
07474135,Nationwide Healthcare Providers Limited,272,30207997.0,8188492.0,,EMPLOYEE_TEST,,,active,england-wales,"New Brook House 385 Alfreton Road, 2nd Floor, Nottingham, NG7 5LR",86230
04679678,Principal Medical Limited,270,15563003.0,1183185.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"3 Barberry Place, Bicester, OX26 3HA",86210
06878814,HEALTHY RETAIL LIMITED,269,23552820.0,2792308.0,2024-12-26,EMPLOYEE_TEST,,,active,england-wales,"100 Moorgate, London, EC2M 6AB",56102;56210
00215444,BOYS & BODEN LIMITED,269,46409712.0,29838423.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"British Sawmills, Welshpool, Powys, SY21 7BL",32990;46730;46740;47520
05872949,CONNISTON CARE LIMITED,268,,8225629.0,,EMPLOYEE_TEST,,,active,england-wales,"The Dairy Criftin Enterprise Centre, Oxton Road, Nottingham, NG14 6AT",87300
03818424,WATERSTONS LIMITED,267,,353232.0,2025-06-30,EMPLOYEE_TEST,,,active,england-wales,"Liddon Court, Aykley Heads, Durham, DH1 5TS",62012;62020;62030;62090
06867999,GBA Technical Services Limited,266,12563977.0,2831827.0,,EMPLOYEE_TEST,,,active,england-wales,"Meridian House, Alexandra Dock North, Grimsby, DN31 3UA",52103
13860981,T4C Ltd,265,,-3495.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"15 Wrens Court, Lower Queen Street, Sutton Coldfield, B72 1RT",78200
13386861,SDHUK OWNER LTD,264,,28789506.0,2024-12-31,EMPLOYEE_TEST,,,active,england-wales,"C/O Csc Cls (Uk) Limited 5 Churchill Place, 10th Floor, London, E14 5HU",64209
05490377,Ganymede Care Limited,263,14195010.0,19571110.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"1 Battersea Square, London, SW11 3RZ",87100
13236458,Premier Recruitment Group Limited,263,,13131.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"2 Banks Place, Dartford, DA1 1EX",78109
03031072,Filco Supermarkets Limited,262,23449707.0,8728308.0,,EMPLOYEE_TEST,,,active,england-wales,"19 Boverton Road, Llantwit Major, South Glamorgan, CF61 1XZ",47110
NI051219,Dowds Electrical (Holdings) Limited,262,65329771.0,4763224.0,31 March 2,EMPLOYEE_TEST,,,active,northern-ireland,"4 Parkway, Ballymena, BT43 5ET",74990
NI032483,J.F. & H. Dowds Limited,262,65329771.0,4763224.0,2025-03-31,EMPLOYEE_TEST,,,active,northern-ireland,"4 Parkway, Ballymena, BT43 5ET",41201
09962699,Adara Group Limited,261,,19618455.0,,EMPLOYEE_TEST,,,,,,
08444296,Sweeptech Environmental Services Limited,261,,13102408.0,,EMPLOYEE_TEST,,,active,england-wales,"Sweeptech House London Road, Hickstead, Haywards Heath, RH17 5LZ",96090
NI043594,Scotts Bakery Limited,261,39889620.0,7690339.0,31 March 2,EMPLOYEE_TEST,,,active,northern-ireland,"169 Ballagh Road, Fivemiletown, Co. Tyrone, BT75 0QP",10710
12055095,Bubble Citea Ltd,260,,1043012.0,31 Decembe,EMPLOYEE_TEST,,,active,england-wales,"5 Interchange Park, Robinson Way, Portsmouth, PO3 5QD",47250
15295312,Agency CMG Limited,260,,,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"39 Long Acre, London, WC2E 9LG",59113
04117031,Lindel Services Limited,260,,797938.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Bruce Allen Llp Ground Floor Suite Crown House, 40 North Street, Hornchurch, RM11 1EW",49390
04400659,Select Support Partnerships Ltd,259,,69231.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Regent House, Regent Street, Blackburn, Lancashire, BB1 6BH",88100
06521256,Office Space in Town Limited,259,26102176.0,165647358.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"10 Canberra House, Corbygate Business Park, Corby, NN17 5JG",68100;68209;68320;82990
05883787,Pride Management Service Limited,259,,426291.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Suite 50a Windmill Centre, Windmill Lane, Southall, UB2 4NJ",62020;78109;78200
05235361,THE SOHO SANDWICH COMPANY LTD,259,30180809.0,1541292.0,2024-12-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 7 Advent Business Park, Advent Way, London, N18 3AL",10890;56210
NI657495,Clover Pubs Holdings NI Limited,258,17110954.0,6935699.0,31 Decembe,EMPLOYEE_TEST,,,active,northern-ireland,"Aisling House 50 Stranmillis Embankment, Belfast, BT9 5FL",64209
15391727,ICEKING GROUP LTD,258,,200.0,,EMPLOYEE_TEST,,,active,england-wales,"167-169 Great Portland Street, Fifth Floor, London, W1W 5PF",64209
12336824,HARBOUR HEALTHCARE SW LIMITED,257,,-313167.0,,EMPLOYEE_TEST,,,active,england-wales,"The Lodge House, Dodge Hill, Stockport, SK4 1RD",87100
13612105,OVM Holdings Ltd,257,,4002.0,,EMPLOYEE_TEST,,,active,england-wales,"19 Leyden Street, London, E1 7LE",64209
06194579,ECMS Services Ltd,256,13999617.0,181371.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"Anchor And Hope House South Ash Road, Ash, Sevenoaks, TN15 7ER",81299
04423982,SKF. Lo (Chemists) Limited,256,30699381.0,16558613.0,,EMPLOYEE_TEST,,,active,england-wales,"Unit 5 Farfield Park, Manvers Way, Manvers, Rotherham, S63 5DB",47730
04646947,ALBANY CLEANING SOLUTIONS LTD,256,,68164.0,31 March 2,EMPLOYEE_TEST,,,active,england-wales,"376 Newport Road, Cardiff, CF23 9AE",96090
NI686297,H&J MARTIN GROUP LIMITED,256,,5000002.0,,EMPLOYEE_TEST,,,active,northern-ireland,"Rosemount House, 21-23 Sydenham Road, Belfast, BT3 9HA",41100;43999
04933418,DRAIN LINE SOUTHERN LIMITED,255,22852067.0,4564550.0,,EMPLOYEE_TEST,,,active,england-wales,"Preston Park House, South Road, Brighton, BN1 6SB",36000;43390
03534122,PRE-CONSTRUCT ARCHAEOLOGY LIMITED,255,15086503.0,222843.0,2025-03-31,EMPLOYEE_TEST,,,active,england-wales,"Unit 54, Brockley Cross Business Centre, 96 Endwell Road, Brockley, SE4 2PD",82990
NI637100,Care Plus (N.I.) Ltd,255,,66447.0,,EMPLOYEE_TEST,,,active,northern-ireland,"Unit 62 & 63 Enniskillen Business Centre, 21 Lackaboy Road, Enniskillen, BT74 4RL",88100
07180998,ZED 1 ENTERPRISES LIMITED,253,11952294.0,1440301.0,,EMPLOYEE_TEST,,,active,england-wales,"736 High Road, North Finchley, London, N12 9QD",56102
07543597,A QUALITY SERVICE LIMITED,252,4498761.0,3604000.0,2024-12-31,EMPLOYEE_TEST,,,active,wales,"Atlas House, 24 Phillip Street, Newport, NP19 0EE",81221;81222;81229;81299
13874055,Estel Media Holdco Limited,251,,9406000.0,,EMPLOYEE_TEST,,,active,england-wales,"Studio 5 Salters House, 156 High Street, Hull, HU1 1NQ",64209
SC175640,BRIDGEND HOLDINGS LIMITED,251,,1250102.0,,EMPLOYEE_TEST,,,active,scotland,"Riverside Complex, Glasgow Road, Kilwinning, KA13 7JB",64209
00644062,Econ Engineering Limited,251,58292535.0,68292826.0,,EMPLOYEE_TEST,,,active,england-wales,"Boroughbridge Road, Ripon, North Yorkshire, HG4 1UE",28990
07830865,MONGODB UK LIMITED,250,80963760.0,2545941.0,2025-01-31,EMPLOYEE_TEST,,,active,england-wales,"12th Floor 240 Blackfriars Road, London, SE1 8NW",62090
01724399,SAAB UK LTD,228,58797450.0,42802176.0,2024-12-31,FINANCIAL_TEST,,,active,england-wales,"2nd Floor Kinnaird House, 1 Pall Mall East, London, SW1Y 5AU",96090
05660595,EDINA UK LIMITED,169,63982583.0,42129971.0,2025-03-31,FINANCIAL_TEST,,,active,england-wales,"13 Rugby Park, Bletchley Road, Stockport, SK4 3EJ",32990
06098336,KARAN RETAIL LTD,39,194862442.0,71228145.0,,FINANCIAL_TEST,,,active,england-wales,"26 Newey Rd, Coventry, CV2 5HA",47110
07640504,HERD HIRE LTD,34,50553812.0,75481311.0,2025-10-31,FINANCIAL_TEST,,,active,england-wales,"500 Dashwood Lang Road, Bourne Business Park, Addlestone, KT15 2HJ",77110;77120
09653326,DEMATIC GROUP LIMITED,4,144339000.0,59675000.0,2024-12-31,FINANCIAL_TEST,,,active,england-wales,"Banbury Business Park Trinity Way, Adderbury, Banbury, OX17 3SN",70100
11403737,NIANTIC INTERNATIONAL LIMITED,3,701004687.0,133735871.0,,FINANCIAL_TEST,,,active,england-wales,"Suite 2 First Floor, 10 Temple Back, BS1 6FL",62090
